yourlist:M202206216320BA52A5CE8FCD097CB85A53697A355200ED8	Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_UPI0013D0B974	UniRef100_UPI0013D0B974	Cluster: stage V sporulation protein AE	UPI0013D0B974	Peribacillus alkalitolerans	118	1550385
UniRef100_A0A7X0HMU8	UniRef100_A0A7X0HMU8	Cluster: Stage V sporulation protein AE	A0A7X0HMU8	Bacillus benzoevorans	118	1456
UniRef100_A0A1S2QYN3	UniRef100_A0A1S2QYN3	Cluster: Stage V sporulation protein AE	A0A1S2QYN3	Bacillus sp. MUM 116	118	1678002
UniRef100_UPI00077C8D7B	UniRef100_UPI00077C8D7B	Cluster: stage V sporulation protein AE	UPI00077C8D7B	Niallia circulans (Bacillus circulans)	118	1397
UniRef100_UPI000837CC9B	UniRef100_UPI000837CC9B	Cluster: stage V sporulation protein AE	UPI000837CC9B	Paenibacillus	118	44249
UniRef100_A0A7V7HET2	UniRef100_A0A7V7HET2	Cluster: Stage V sporulation protein AE	A0A7V7HET2	Bacillus sp. SH5-2	116	2217834
UniRef100_A0A1M5NN83	UniRef100_A0A1M5NN83	Cluster: Stage V sporulation protein AE	A0A1M5NN83; A0A3E0WXL9	Virgibacillus chiguensis; Virgibacillus dokdonensis	116	411959; 302167
UniRef100_UPI000BEB35C5	UniRef100_UPI000BEB35C5	Cluster: stage V sporulation protein AE	UPI000BEB35C5	Bacillus cereus	116	1396
UniRef100_UPI001CA98090	UniRef100_UPI001CA98090	Cluster: stage V sporulation protein AE	UPI001CA98090	Paenibacillus caui	116	2873927
UniRef100_K1LSJ8	UniRef100_K1LSJ8	Cluster: Stage V sporulation protein AE	K1LSJ8	Solibacillus isronensis B3W22	124	1224748
UniRef100_A0A1B1N1B9	UniRef100_A0A1B1N1B9	Cluster: Stage V sporulation protein AEB	A0A1B1N1B9	Paenibacillus yonginensis	116	1462996
UniRef100_UPI000416DA9C	UniRef100_UPI000416DA9C	Cluster: stage V sporulation protein AE	UPI000416DA9C	Peribacillus kribbensis	118	356658
UniRef100_A0A2A8PWG7	UniRef100_A0A2A8PWG7	Cluster: Stage V sporulation protein AE	A0A2A8PWG7	Bacillus cereus	116	1396
UniRef100_A0A0Q9L6S7	UniRef100_A0A0Q9L6S7	Cluster: Stage V sporulation protein AEB	A0A0Q9L6S7	Paenibacillus sp. Soil522	116	1736388
UniRef100_A0A3E0JH95	UniRef100_A0A3E0JH95	Cluster: Stage V sporulation protein AE	A0A3E0JH95	Paenibacillaceae bacterium	116	2003592
UniRef100_A0A4Q9YIZ4	UniRef100_A0A4Q9YIZ4	Cluster: Stage V sporulation protein AE	A0A4Q9YIZ4; A0A2S8UXS3	Bacillus mycoides; Bacillus sp. MYb209	116	1405; 1848605
UniRef100_A0A089KA09	UniRef100_A0A089KA09	Cluster: Stage V sporulation protein AEB	A0A089KA09	Paenibacillus sp. FSL R7-0273	116	1536772
UniRef100_A0A3Q8SBD6	UniRef100_A0A3Q8SBD6	Cluster: Stage V sporulation protein AE	A0A3Q8SBD6	Paenibacillus lentus	116	1338368
UniRef100_A0A4V1NYR4	UniRef100_A0A4V1NYR4	Cluster: Stage V sporulation protein AE	A0A4V1NYR4	Ammoniphilus sp. CFH 90114	117	2493665
UniRef100_A0A6N9Q3V6	UniRef100_A0A6N9Q3V6	Cluster: Stage V sporulation protein AE	A0A6N9Q3V6	Chengkuizengella marina	116	2507566
UniRef100_A0A2A8S196	UniRef100_A0A2A8S196	Cluster: Stage V sporulation protein AE	A0A2A8S196	Bacillus cereus	116	1396
UniRef100_R4KE74	UniRef100_R4KE74	Cluster: Stage V sporulation protein AE	R4KE74	Desulfoscipio gibsoniae DSM 7213	117	767817
UniRef100_A0A0M0LEM9	UniRef100_A0A0M0LEM9	Cluster: Stage V sporulation protein AEB	A0A0M0LEM9	Viridibacillus arvi	121	263475
UniRef100_UPI001BEC7472	UniRef100_UPI001BEC7472	Cluster: stage V sporulation protein AE	UPI001BEC7472	unclassified Bacillus (in: Bacteria)	116	185979
UniRef100_A0A7Z2VGM2	UniRef100_A0A7Z2VGM2	Cluster: Stage V sporulation protein AE	A0A7Z2VGM2	Cohnella sp. MFER-1	116	2728023
UniRef100_A0A5B8JYE3	UniRef100_A0A5B8JYE3	Cluster: Stage V sporulation protein AE	A0A5B8JYE3; A0A544WYK2	Paenibacillus polymyxa (Bacillus polymyxa); Paenibacillus ottowii	118	1406; 2315729
UniRef100_A0A150L3L6	UniRef100_A0A150L3L6	Cluster: Stage V sporulation protein AE	A0A150L3L6	Heyndrickxia sporothermodurans	118	46224
UniRef100_UPI0007974A85	UniRef100_UPI0007974A85	Cluster: stage V sporulation protein AE	UPI0007974A85	Metasolibacillus fluoroglycofenilyticus	120	1239396
UniRef100_A0A3T1DDD0	UniRef100_A0A3T1DDD0	Cluster: Stage V sporulation protein AE	A0A3T1DDD0	Cohnella abietis	116	2507935
UniRef100_A0A2C2A7D8	UniRef100_A0A2C2A7D8	Cluster: Stage V sporulation protein AE	A0A2C2A7D8	Bacillus cereus	116	1396
UniRef100_UPI0009E47DF2	UniRef100_UPI0009E47DF2	Cluster: stage V sporulation protein AE	UPI0009E47DF2	Halobacillus massiliensis	116	1926286
UniRef100_UPI000471422A	UniRef100_UPI000471422A	Cluster: stage V sporulation protein AE	UPI000471422A	Paenibacillus zanthoxyli	116	369399
UniRef100_A0A2N1K3P1	UniRef100_A0A2N1K3P1	Cluster: Stage V sporulation protein AE	A0A2N1K3P1	Bacillus sp. SN10	116	2056493
UniRef100_A0A268S1U3	UniRef100_A0A268S1U3	Cluster: Stage V sporulation protein AE	A0A268S1U3; A0A268C2V6; Q5WGZ3	Alkalihalobacillus clausii (Bacillus clausii); Bacillus sp. 7520-S; Alkalihalobacillus clausii (strain KSM-K16) (Bacillus clausii)	116	79880; 2023231; 66692
UniRef100_A0A419SUW3	UniRef100_A0A419SUW3	Cluster: Stage V sporulation protein AE	A0A419SUW3	Thermohalobacter berrensis	117	99594
UniRef100_A0A7W1XR53	UniRef100_A0A7W1XR53	Cluster: Stage V sporulation protein AE	A0A7W1XR53; UPI001C689528	Thermoactinomyces mirandus	118	2756294
UniRef100_A0A7W0D4M7	UniRef100_A0A7W0D4M7	Cluster: Stage V sporulation protein AE	A0A7W0D4M7	Paenibacillus sp. CGMCC 1.16610	116	2755557
UniRef100_A0A075RBP9	UniRef100_A0A075RBP9	Cluster: Stage V sporulation protein AE	A0A075RBP9; H0UH85	Brevibacillus laterosporus LMG 15441; Brevibacillus laterosporus GI-9	117	1042163; 1118154
UniRef100_UPI00190D77F3	UniRef100_UPI00190D77F3	Cluster: stage V sporulation protein AE	UPI00190D77F3	Viridibacillus soli	121	2798301
UniRef100_UPI00098891CF	UniRef100_UPI00098891CF	Cluster: stage V sporulation protein AE	UPI00098891CF	Bacillus sinesaloumensis	116	1926280
UniRef100_A0A1J6W4I2	UniRef100_A0A1J6W4I2	Cluster: Stage V sporulation protein AE	A0A1J6W4I2	Rossellomorea aquimaris	118	189382
UniRef100_A0A0T6BPX0	UniRef100_A0A0T6BPX0	Cluster: Stage V sporulation protein AE	A0A0T6BPX0; UPI001EFF7482	Bacillus glycinifermentans	116	1664069
UniRef100_A0A3D0E6G6	UniRef100_A0A3D0E6G6	Cluster: Stage V sporulation protein AE	A0A3D0E6G6	Bacillus sp.	118	1409
UniRef100_A0A2B1EKP3	UniRef100_A0A2B1EKP3	Cluster: Stage V sporulation protein AE	A0A2B1EKP3; A0A1J9V0V8	Bacillus cereus; Bacillus albus	116	1396; 2026189
UniRef100_H6CLC4	UniRef100_H6CLC4	Cluster: Stage V sporulation protein AE	H6CLC4; A0A222WKV9	Paenibacillus sp. Aloe-11; Paenibacillus kribbensis	118	1050222; 172713
UniRef100_A0A0S2S9A7	UniRef100_A0A0S2S9A7	Cluster: Stage V sporulation protein AEB	A0A0S2S9A7	Paenibacillus sp. IHB B 3084	118	867076
UniRef100_UPI000BF134CD	UniRef100_UPI000BF134CD	Cluster: stage V sporulation protein AE	UPI000BF134CD	Bacillus wiedmannii	116	1890302
UniRef100_UPI000981E272	UniRef100_UPI000981E272	Cluster: stage V sporulation protein AE	UPI000981E272	Bacillus dakarensis	118	1926278
UniRef100_A0A1I4ME40	UniRef100_A0A1I4ME40	Cluster: Stage V sporulation protein AE	A0A1I4ME40	Gracilibacillus orientalis	116	334253
UniRef100_A0A1H9PD38	UniRef100_A0A1H9PD38	Cluster: Stage V sporulation protein AE	A0A1H9PD38; UPI000B82D527	Salipaludibacillus aurantiacus	117	1601833
UniRef100_UPI001377C090	UniRef100_UPI001377C090	Cluster: stage V sporulation protein AE	UPI001377C090	Paenibacillus glycinis	116	2697035
UniRef100_A0A1L4DMW5	UniRef100_A0A1L4DMW5	Cluster: Stage V sporulation protein AE	A0A1L4DMW5	Bacillus safensis	116	561879
UniRef100_UPI0002F25D11	UniRef100_UPI0002F25D11	Cluster: stage V sporulation protein AE	UPI0002F25D11	Robertmurraya massiliosenegalensis	118	1287657
UniRef100_UPI000367A79F	UniRef100_UPI000367A79F	Cluster: stage V sporulation protein AE	UPI000367A79F	Gracilibacillus lacisalsi	116	393087
UniRef100_UPI0004B3834B	UniRef100_UPI0004B3834B	Cluster: stage V sporulation protein AE	UPI0004B3834B	Paenibacillus	116	44249
UniRef100_UPI000FD83951	UniRef100_UPI000FD83951	Cluster: stage V sporulation protein AE	UPI000FD83951	Paenibacillus humicus	116	412861
UniRef100_A0A1G8RHL5	UniRef100_A0A1G8RHL5	Cluster: Stage V sporulation protein AE	A0A1G8RHL5	Paenibacillus typhae	116	1174501
UniRef100_UPI0009E778AA	UniRef100_UPI0009E778AA	Cluster: stage V sporulation protein AE	UPI0009E778AA	Bacillus coahuilensis	141	408580
UniRef100_A0A6I2M737	UniRef100_A0A6I2M737	Cluster: Stage V sporulation protein AE	A0A6I2M737; A0A1S1FVJ4	Metabacillus idriensis; Bacillus sp. HMSC76G11	117	324768; 1608910
UniRef100_E0I335	UniRef100_E0I335	Cluster: Stage V sporulation protein AE	E0I335	Paenibacillus curdlanolyticus YK9	116	717606
UniRef100_A0A7U1BYQ4	UniRef100_A0A7U1BYQ4	Cluster: Stage V sporulation protein AE	A0A7U1BYQ4	Heyndrickxia vini	118	1476025
UniRef100_A0A0K9F6N4	UniRef100_A0A0K9F6N4	Cluster: Stage V sporulation protein AE	A0A0K9F6N4	Lysinibacillus xylanilyticus	119	582475
UniRef100_UPI0008386219	UniRef100_UPI0008386219	Cluster: stage V sporulation protein AE	UPI0008386219	Paenibacillus	116	44249
UniRef100_UPI001419FD57	UniRef100_UPI001419FD57	Cluster: stage V sporulation protein AE	UPI001419FD57	Bacillus albus	116	2026189
UniRef100_A0A5D4R6M1	UniRef100_A0A5D4R6M1	Cluster: Stage V sporulation protein AE	A0A5D4R6M1	Bacillus infantis	118	324767
UniRef100_UPI0013D2F0B4	UniRef100_UPI0013D2F0B4	Cluster: stage V sporulation protein AE	UPI0013D2F0B4	Gracilibacillus saliphilus	116	543890
UniRef100_A0A150F165	UniRef100_A0A150F165	Cluster: Stage V sporulation protein AE	A0A150F165	Bacillus cereus	116	1396
UniRef100_UPI0003178860	UniRef100_UPI0003178860	Cluster: stage V sporulation protein AE	UPI0003178860	Brevibacillus massiliensis	116	1118054
UniRef100_UPI001B842C6C	UniRef100_UPI001B842C6C	Cluster: stage V sporulation protein AE	UPI001B842C6C	Paenibacillus cisolokensis	116	1658519
UniRef100_A0A1I2YV63	UniRef100_A0A1I2YV63	Cluster: Stage V sporulation protein AE	A0A1I2YV63	Desulfallas arcticus DSM 17038	117	1121424
UniRef100_UPI000BF9FAD1	UniRef100_UPI000BF9FAD1	Cluster: stage V sporulation protein AE	UPI000BF9FAD1	Priestia megaterium (Bacillus megaterium)	116	1404
UniRef100_M9LP94	UniRef100_M9LP94	Cluster: Uncharacterized protein	M9LP94	Paenibacillus popilliae ATCC 14706	116	1212764
UniRef100_UPI001B0FAB91	UniRef100_UPI001B0FAB91	Cluster: stage V sporulation protein AE	UPI001B0FAB91	Paenibacillus dendritiformis	116	130049
UniRef100_A0A197ZYA9	UniRef100_A0A197ZYA9	Cluster: Stage V sporulation protein AE	A0A197ZYA9	Paenibacillus oryzisoli	116	1850517
UniRef100_UPI0004E241A1	UniRef100_UPI0004E241A1	Cluster: stage V sporulation protein AE	UPI0004E241A1	Desulfohalotomaculum alkaliphilum	117	105483
UniRef100_H6CPN4	UniRef100_H6CPN4	Cluster: Stage V sporulation protein AE	H6CPN4; A0A222WLN0	Paenibacillus sp. Aloe-11; Paenibacillus kribbensis	116	1050222; 172713
UniRef100_W1SCK7	UniRef100_W1SCK7	Cluster: Stage V sporulation protein AE	W1SCK7	Neobacillus vireti LMG 21834	118	1131730
UniRef100_UPI00145ACC8B	UniRef100_UPI00145ACC8B	Cluster: stage V sporulation protein AE	UPI00145ACC8B	Paenibacillus aquistagni	116	1852522
UniRef100_A0A7T2CN70	UniRef100_A0A7T2CN70	Cluster: Stage V sporulation protein AE	A0A7T2CN70	Lysinibacillus sp. JNUCC-51	119	2792479
UniRef100_A0A2N5HBM6	UniRef100_A0A2N5HBM6	Cluster: Stage V sporulation protein AE	A0A2N5HBM6	Neobacillus cucumis	118	1740721
UniRef100_A0A221ME98	UniRef100_A0A221ME98	Cluster: Stage V sporulation protein AE	A0A221ME98	Virgibacillus necropolis	116	163877
UniRef100_A0A2K9KA21	UniRef100_A0A2K9KA21	Cluster: Stage V sporulation protein AE	A0A2K9KA21; A0A109WFS4	Bacillus siamensis; Bacillus sp. SDLI1	116	659243; 1774743
UniRef100_UPI000D2F83BF	UniRef100_UPI000D2F83BF	Cluster: stage V sporulation protein AE	UPI000D2F83BF	Lysinibacillus meyeri	120	1071052
UniRef100_UPI0007D8B12A	UniRef100_UPI0007D8B12A	Cluster: stage V sporulation protein AE	UPI0007D8B12A	Brevibacillus brevis (Bacillus brevis)	116	1393
UniRef100_A0A371PKD0	UniRef100_A0A371PKD0	Cluster: Stage V sporulation protein AE	A0A371PKD0	Paenibacillus paeoniae	116	2292705
UniRef100_A0A1M4SS70	UniRef100_A0A1M4SS70	Cluster: Stage V sporulation protein AE	A0A1M4SS70	Seinonella peptonophila	117	112248
UniRef100_UPI00189F9CB7	UniRef100_UPI00189F9CB7	Cluster: stage V sporulation protein AE	UPI00189F9CB7	Paenibacillus sp. 1001270B_150601_E10	116	2787079
UniRef100_UPI00059545B0	UniRef100_UPI00059545B0	Cluster: stage V sporulation protein AE	UPI00059545B0	Gorillibacterium massiliense	116	1280390
UniRef100_A0A7X8YNP9	UniRef100_A0A7X8YNP9	Cluster: Stage V sporulation protein AE	A0A7X8YNP9	Syntrophomonadaceae bacterium	117	2093811
UniRef100_UPI00101D0096	UniRef100_UPI00101D0096	Cluster: stage V sporulation protein AE	UPI00101D0096	Ectobacillus funiculus	116	137993
UniRef100_UPI0002EE3E37	UniRef100_UPI0002EE3E37	Cluster: stage V sporulation protein AE	UPI0002EE3E37	Bacillus altitudinis	116	293387
UniRef100_A0A1C3S9G4	UniRef100_A0A1C3S9G4	Cluster: Stage V sporulation protein AE	A0A1C3S9G4	Bacillus glycinifermentans	116	1664069
UniRef100_UPI000B4A7E0C	UniRef100_UPI000B4A7E0C	Cluster: stage V sporulation protein AE	UPI000B4A7E0C	Bacillus mycoides	116	1405
UniRef100_UPI0003737766	UniRef100_UPI0003737766	Cluster: stage V sporulation protein AE	UPI0003737766	Paenibacillus sp. HW567	116	1034769
UniRef100_A0A1L8I4R5	UniRef100_A0A1L8I4R5	Cluster: Stage V sporulation protein AE	A0A1L8I4R5	Bacillaceae bacterium G1	116	1836462
UniRef100_A0A7T2CVR9	UniRef100_A0A7T2CVR9	Cluster: Stage V sporulation protein AE	A0A7T2CVR9	Lysinibacillus sp. JNUCC-52	121	2792480
UniRef100_UPI00156B1E99	UniRef100_UPI00156B1E99	Cluster: stage V sporulation protein AE	UPI00156B1E99	Brevibacillus	116	55080
UniRef100_A0A063CPZ3	UniRef100_A0A063CPZ3	Cluster: Stage V sporulation protein AE	A0A063CPZ3; A0A5C5ACY7; A0A853XBW6; A0A7Z8S580	Bacillus cereus; Bacillus tropicus; Bacillus sp. L27; Bacillus sp. BF9-10	116	1396; 2026188; 1866312; 2217822
UniRef100_L0EHB1	UniRef100_L0EHB1	Cluster: Stage V sporulation protein AE	L0EHB1; A0A3E0R1R0	Thermobacillus composti (strain DSM 18247 / JCM 13945 / KWC4); Thermobacillus sp.	116	717605; 2108467
UniRef100_UPI0019342A6C	UniRef100_UPI0019342A6C	Cluster: stage V sporulation protein AE	UPI0019342A6C	Alkalihalobacillus gibsonii	116	79881
UniRef100_A0A5D4QXD0	UniRef100_A0A5D4QXD0	Cluster: Stage V sporulation protein AE	A0A5D4QXD0; A8FES4	Bacillus pumilus (Bacillus mesentericus); Bacillus pumilus (strain SAFR-032)	116	1408; 315750
UniRef100_UPI000824AC19	UniRef100_UPI000824AC19	Cluster: stage V sporulation protein AE	UPI000824AC19	Neobacillus novalis	118	220687
UniRef100_UPI00165E8319	UniRef100_UPI00165E8319	Cluster: stage V sporulation protein AE	UPI00165E8319	Heliobacterium chlorum	117	2698
UniRef100_A0A3D9VHS4	UniRef100_A0A3D9VHS4	Cluster: Stage V sporulation protein AE	A0A3D9VHS4; A0A366GGW6	Bacillus mycoides; Bacillus sp. DB-2	116	1405; 1030092
UniRef100_A0A7G5BSB9	UniRef100_A0A7G5BSB9	Cluster: Stage V sporulation protein AE	A0A7G5BSB9	Cohnella cholangitidis	116	2598458
UniRef100_A0A0Q9N9D3	UniRef100_A0A0Q9N9D3	Cluster: Stage V sporulation protein AEB	A0A0Q9N9D3	Paenibacillus sp. Soil750	116	1736398
UniRef100_A0A443IKI2	UniRef100_A0A443IKI2	Cluster: Stage V sporulation protein AE	A0A443IKI2	Siminovitchia fortis	118	254758
UniRef100_A0A6I6DMC1	UniRef100_A0A6I6DMC1	Cluster: Stage V sporulation protein AE1 (SpoVAE1)	A0A6I6DMC1	Candidatus Syntrophocurvum alkaliphilum	117	2293317
UniRef100_A0A855CWX7	UniRef100_A0A855CWX7	Cluster: Stage V sporulation protein AE	A0A855CWX7	Bacillus toyonensis	116	155322
UniRef100_UPI0018CDED94	UniRef100_UPI0018CDED94	Cluster: stage V sporulation protein AE	UPI0018CDED94	Lysinibacillus sphaericus (Bacillus sphaericus)	119	1421
UniRef100_A0A5S5CFY5	UniRef100_A0A5S5CFY5	Cluster: Stage V sporulation protein AE	A0A5S5CFY5	Paenibacillus methanolicus	116	582686
UniRef100_A0A4R2PBK3	UniRef100_A0A4R2PBK3	Cluster: Stage V sporulation protein AE	A0A4R2PBK3	Scopulibacillus darangshiensis	116	442528
UniRef100_A0A559J389	UniRef100_A0A559J389	Cluster: Stage V sporulation protein AE	A0A559J389	Paenibacillus sp. N4	116	2590547
UniRef100_A0A1V4HM56	UniRef100_A0A1V4HM56	Cluster: Stage V sporulation protein AE	A0A1V4HM56	Paenibacillus ferrarius	116	1469647
UniRef100_U5L802	UniRef100_U5L802	Cluster: Stage V sporulation protein AEB	U5L802; A0A5D4SHV3; A0A2N5FT48; A0A231WAE2; Q2B8V7	Bacillus infantis NRRL B-14911; Bacillus infantis; Bacillus sp. UMB0728; Bacillus sp. OG2; Bacillus sp. NRRL B-14911	118	1367477; 324767; 2066052; 1979526; 313627
UniRef100_A0A841Q0K8	UniRef100_A0A841Q0K8	Cluster: Stage V sporulation protein AE	A0A841Q0K8	Geomicrobium halophilum	116	549000
UniRef100_A0A135L2Z6	UniRef100_A0A135L2Z6	Cluster: Stage V sporulation protein AEB	A0A135L2Z6	Tepidibacillus decaturensis	117	1413211
UniRef100_A0A6M1PKQ1	UniRef100_A0A6M1PKQ1	Cluster: Stage V sporulation protein AE	A0A6M1PKQ1	Paenibacillus apii	116	1850370
UniRef100_UPI000BF2AD81	UniRef100_UPI000BF2AD81	Cluster: stage V sporulation protein AE	UPI000BF2AD81	Bacillus thuringiensis	116	1428
UniRef100_A0A1R0ZY92	UniRef100_A0A1R0ZY92	Cluster: Stage V sporulation protein AE	A0A1R0ZY92	Paenibacillus sp. FSL A5-0031	116	1920420
UniRef100_UPI00058C2B6A	UniRef100_UPI00058C2B6A	Cluster: stage V sporulation protein AE	UPI00058C2B6A	Bacillaceae	118	186817
UniRef100_A0A167BT36	UniRef100_A0A167BT36	Cluster: Stage V sporulation protein AEB	A0A167BT36	Paenibacillus crassostreae	116	1763538
UniRef100_C2X271	UniRef100_C2X271	Cluster: Uncharacterized protein	C2X271; A0A1X3MMY4; A0A242WQH4; A0A7T3MLJ7; A0A854KGW4; J8KSR6; K0FXV4; A0A345XBR6	Bacillus cereus Rock4-18; Bacillus toyonensis; Bacillus thuringiensis serovar cameroun; Bacillus thuringiensis; Bacillus thuringiensis serovar shandongiensis; Bacillus cereus VD115; Bacillus thuringiensis MC28; Bacillus sp. COPE52	116	526988; 155322; 180885; 1428; 180886; 1053230; 1195464; 2233998
UniRef100_UPI00119FD9F7	UniRef100_UPI00119FD9F7	Cluster: stage V sporulation protein AE	UPI00119FD9F7	Bacillus licheniformis	116	1402
UniRef100_A0A1V9CGD6	UniRef100_A0A1V9CGD6	Cluster: Stage V sporulation protein AE	A0A1V9CGD6; A0A8F1ZR30; W8QP74; A0A5C0WLK7; A0A5K1N8U6; A0A267XCK6; A0A8H0I820; A0A0P7HB62; A0A0B4S9N3; M5QZC7	Bacillus stratosphericus; Bacillus sp. JNUCC-24; Bacillus pumilus (Bacillus mesentericus); Bacillus safensis; Bacillus altitudinis; Bacillus sp. 7788; Bacillus sp. 005/A4HT-01/001; Bacillus australimaris; Bacillus sp. WP8; Bacillus stratosphericus LAMA 585	116	293386; 2842458; 1408; 561879; 293387; 2021692; 2509010; 1326968; 756828; 1236481
UniRef100_A0A3A6PPC3	UniRef100_A0A3A6PPC3	Cluster: Stage V sporulation protein AE	A0A3A6PPC3	Paenibacillus pinisoli	116	1276110
UniRef100_UPI001C8C6E87	UniRef100_UPI001C8C6E87	Cluster: stage V sporulation protein AE	UPI001C8C6E87	Lysinibacillus sp. K60	121	2720027
UniRef100_A0A061NI92	UniRef100_A0A061NI92	Cluster: Stage V sporulation protein AE	A0A061NI92; A0A061P9D8	Geomicrobium sp. JCM 19037; Geomicrobium sp. JCM 19039	116	1460634; 1460636
UniRef100_A0A897I6R1	UniRef100_A0A897I6R1	Cluster: Stage V sporulation protein AE	A0A897I6R1	Paenibacillus tianjinensis	116	2810347
UniRef100_UPI00193C1D07	UniRef100_UPI00193C1D07	Cluster: stage V sporulation protein AE	UPI00193C1D07	Bacillus sp. REN10	118	2782541
UniRef100_UPI00058B85EF	UniRef100_UPI00058B85EF	Cluster: stage V sporulation protein AE	UPI00058B85EF	Bhargavaea cecembensis	120	394098
UniRef100_UPI00065BE5F5	UniRef100_UPI00065BE5F5	Cluster: stage V sporulation protein AE	UPI00065BE5F5	Bacillus cereus group	116	86661
UniRef100_UPI0014388895	UniRef100_UPI0014388895	Cluster: stage V sporulation protein AE	UPI0014388895	Paenibacillus sp. HB172176	116	2493690
UniRef100_UPI000BFC571B	UniRef100_UPI000BFC571B	Cluster: stage V sporulation protein AE	UPI000BFC571B	Bacillus cereus	116	1396
UniRef100_A0A1G6UWY1	UniRef100_A0A1G6UWY1	Cluster: Stage V sporulation protein AE	A0A1G6UWY1	Terribacillus halophilus	116	361279
UniRef100_UPI000BF891FB	UniRef100_UPI000BF891FB	Cluster: stage V sporulation protein AE	UPI000BF891FB	Bacillus pseudomycoides	116	64104
UniRef100_UPI000C99CB5F	UniRef100_UPI000C99CB5F	Cluster: stage V sporulation protein AE	UPI000C99CB5F	Paenibacillus castaneae	116	474957
UniRef100_UPI000BF6273D	UniRef100_UPI000BF6273D	Cluster: stage V sporulation protein AE	UPI000BF6273D	Bacillus thuringiensis	116	1428
UniRef100_UPI00071D9A28	UniRef100_UPI00071D9A28	Cluster: stage V sporulation protein AE	UPI00071D9A28	Gracilibacillus massiliensis	116	1564956
UniRef100_UPI000BFD2819	UniRef100_UPI000BFD2819	Cluster: stage V sporulation protein AE	UPI000BFD2819	Bacillus cereus	116	1396
UniRef100_A0A1H8DJQ2	UniRef100_A0A1H8DJQ2	Cluster: Stage V sporulation protein AE	A0A1H8DJQ2	Paenibacillus sp. OV219	116	1884377
UniRef100_A0A1R1Q7G7	UniRef100_A0A1R1Q7G7	Cluster: Stage V sporulation protein AE	A0A1R1Q7G7	Bacillus swezeyi	116	1925020
UniRef100_UPI000B4ABB09	UniRef100_UPI000B4ABB09	Cluster: stage V sporulation protein AE	UPI000B4ABB09	Bacillus cereus	116	1396
UniRef100_UPI0005A66281	UniRef100_UPI0005A66281	Cluster: stage V sporulation protein AE	UPI0005A66281	Bacillus ndiopicus	120	1347368
UniRef100_A0A5R9FD57	UniRef100_A0A5R9FD57	Cluster: Stage V sporulation protein AE	A0A5R9FD57	Alkalihalobacillus caeni	117	2574798
UniRef100_UPI0006D5394C	UniRef100_UPI0006D5394C	Cluster: stage V sporulation protein AE	UPI0006D5394C	Paenibacillus	116	44249
UniRef100_A0A7X4YPV4	UniRef100_A0A7X4YPV4	Cluster: Stage V sporulation protein AE	A0A7X4YPV4	Paenibacillus sacheonensis	116	742054
UniRef100_UPI001A8E1A97	UniRef100_UPI001A8E1A97	Cluster: stage V sporulation protein AE	UPI001A8E1A97	Bacillus sp. NTK074B	118	2802174
UniRef100_UPI000BF3D42C	UniRef100_UPI000BF3D42C	Cluster: stage V sporulation protein AE	UPI000BF3D42C	Bacillus cereus group	116	86661
UniRef100_UPI000BF24D93	UniRef100_UPI000BF24D93	Cluster: stage V sporulation protein AE	UPI000BF24D93	Bacillus cereus group	116	86661
UniRef100_A0A3P3TBX0	UniRef100_A0A3P3TBX0	Cluster: Stage V sporulation protein AE	A0A3P3TBX0	Paenibacillus oralis	116	2490856
UniRef100_UPI00168A1C4D	UniRef100_UPI00168A1C4D	Cluster: stage V sporulation protein AE	UPI00168A1C4D	Paenibacillus sp. IB182493	116	2772299
UniRef100_UPI0006529D6A	UniRef100_UPI0006529D6A	Cluster: stage V sporulation protein AE	UPI0006529D6A	Bacillus glycinifermentans	116	1664069
UniRef100_A0A7W3XR29	UniRef100_A0A7W3XR29	Cluster: Stage V sporulation protein AE	A0A7W3XR29; A0A1G7G069	Fontibacillus solani; Fontibacillus panacisegetis	116	1572857; 670482
