Cluster ID	Cluster name	Cluster members	Organisms	Length	Size	Organism IDs
UniRef100_UPI001C0F02EC	Cluster: stage V sporulation protein AC	UPI001C0F02EC	Amphibacillus sp. MSJ-3	152	1	2841505
UniRef100_UPI00192C8CEB	Cluster: stage V sporulation protein AC	UPI00192C8CEB	Neobacillus paridis	158	1	2803862
UniRef100_UPI0006A7914B	Cluster: stage V sporulation protein AC	UPI0006A7914B	Bacillus sp. FJAT-27245	157	1	1684144
UniRef100_UPI0004E0C875	Cluster: stage V sporulation protein AC	UPI0004E0C875	Bacillaceae	160	1	186817
UniRef100_A0A6C0G5D1	Cluster: Stage V sporulation protein AC	A0A6C0G5D1	Paenibacillus lycopersici	150	1	2704462
UniRef100_A0A7V9Z1E5	Cluster: Stage V sporulation protein AC	A0A7V9Z1E5	Anoxybacillus calidus	160	1	575178
UniRef100_A0A3G4YT50	Cluster: Stage V sporulation protein AC	A0A3G4YT50	Niallia circulans (Bacillus circulans)	160	1	1397
UniRef100_A0A839TKN9	Cluster: Stage V sporulation protein AC	A0A839TKN9	Paenibacillus rhizosphaerae	167	1	297318
UniRef100_A0A4P8XKY6	Cluster: Stage V sporulation protein AC	A0A4P8XKY6; UPI0010FEC670	Paenibacillus algicola; Paenibacillus	165	2	2565926; 44249
UniRef100_A0A3S1GCB4	Cluster: Stage V sporulation protein AC	A0A3S1GCB4	Cohnella sp. AR92	157	1	648716
UniRef100_UPI000289926B	Cluster: stage V sporulation protein AC	UPI000289926B	Oceanobacillus massiliensis	159	1	1465765
UniRef100_A0A7Y0HPW6	Cluster: Stage V sporulation protein AC	A0A7Y0HPW6	Clostridium sp. P21	159	1	2716538
UniRef100_A0A840QNP6	Cluster: Stage V sporulation protein AC	A0A840QNP6; UPI00160D32A9	Texcoconibacillus texcoconensis	161	2	1095777
UniRef100_UPI000F44D612	Cluster: stage V sporulation protein AC	UPI000F44D612	Niallia circulans (Bacillus circulans)	160	1	1397
UniRef100_UPI000A1CAC78	Cluster: stage V sporulation protein AC	UPI000A1CAC78	Thalassobacillus devorans	159	1	279813
UniRef100_A0A1G9W302	Cluster: Stage V sporulation protein AC	A0A1G9W302	Fictibacillus solisalsi	151	1	459525
UniRef100_A0A429X8Y6	Cluster: Stage V sporulation protein AC	A0A429X8Y6	Siminovitchia terrae	158	1	1914933
UniRef100_A0A377H0Q8	Cluster: Stage V sporulation protein AC	A0A377H0Q8	[Flavobacterium] thermophilum	159	1	1414643
UniRef100_UPI000D3E32CE	Cluster: stage V sporulation protein AC	UPI000D3E32CE	Peribacillus acanthi	156	1	2171554
UniRef100_A0A1G6QH71	Cluster: Stage V sporulation protein AC	A0A1G6QH71; UPI000B879DDC	Melghirimyces thermohalophilus	159	2	1236220
UniRef100_A0A1H1CQF4	Cluster: Stage V sporulation protein AC	A0A1H1CQF4	Virgibacillus salinus	159	1	553311
UniRef100_A0A5M9WMG3	Cluster: Stage V sporulation protein AC	A0A5M9WMG3	Paenibacillus amylolyticus	150	1	1451
UniRef100_UPI00110E6447	Cluster: stage V sporulation protein AC	UPI00110E6447	Alteribacter natronophilus	153	1	2583810
UniRef100_A0A3G9J908	Cluster: Stage V sporulation protein AC	A0A3G9J908; UPI000F796B14	Paenibacillus baekrokdamisoli	163	2	1712516
UniRef100_W4QWZ9	Cluster: Stage V sporulation protein AC	W4QWZ9	Alkalihalobacillus akibai (strain ATCC 43226 / DSM 21942 / CIP 109018 / JCM 9157 / 1139) (Bacillus akibai)	161	1	1236973
UniRef100_A0A127D2Y8	Cluster: Stage V sporulation protein AC	A0A127D2Y8; A0A239J857	Peribacillus simplex; Bacillus sp. OK838	159	2	1478; 1882762
UniRef100_UPI001913D7EB	Cluster: stage V sporulation protein AC	UPI001913D7EB	unclassified Peribacillus	159	1	2675266
UniRef100_UPI001A93E790	Cluster: stage V sporulation protein AC	UPI001A93E790	Weizmannia coagulans (Bacillus coagulans)	158	1	1398
UniRef100_U1WBN1	Cluster: Stage V sporulation protein AC	U1WBN1; A0A848CU19	Aneurinibacillus aneurinilyticus ATCC 12856; Aneurinibacillus aneurinilyticus (Bacillus aneurinolyticus)	160	2	649747; 1391
UniRef100_A0A7C8GV73	Cluster: Stage V sporulation protein AC	A0A7C8GV73	Gracilibacillus oryzae	149	1	1672701
UniRef100_UPI000C23C3B5	Cluster: stage V sporulation protein AC	UPI000C23C3B5	Bacillus solitudinis	158	1	2014074
UniRef100_A0A1M5IAQ1	Cluster: Stage V sporulation protein AC	A0A1M5IAQ1	Ornithinibacillus halophilus	159	1	930117
UniRef100_A0A366EP00	Cluster: Stage V sporulation protein AC	A0A366EP00	Rossellomorea aquimaris	156	1	189382
UniRef100_UPI00038692E3	Cluster: stage V sporulation protein AC	UPI00038692E3	Anoxybacillus ayderensis	160	1	265546
UniRef100_A0A8A5ZG35	Cluster: Stage V sporulation protein AC	A0A8A5ZG35; A0A3D9IRL8	Cohnella sp. LGH; Cohnella phaseoli	170	2	1619153; 456490
UniRef100_A0A317L0J5	Cluster: Stage V sporulation protein AC	A0A317L0J5	Gracilibacillus dipsosauri	150	1	178340
UniRef100_UPI0012EB74D1	Cluster: stage V sporulation protein AC	UPI0012EB74D1	Paenibacillus harenae	150	1	306543
UniRef100_UPI000C8676A3	Cluster: stage V sporulation protein AC	UPI000C8676A3	Bacillus sp. Marseille-P3661	152	1	1936234
UniRef100_A0A0C2UJS6	Cluster: Stage V sporulation protein AC	A0A0C2UJS6	Cohnella kolymensis	166	1	1590652
UniRef100_A0A366XLZ4	Cluster: Stage V sporulation protein AC	A0A366XLZ4	Bacillus taeanensis	159	1	273032
UniRef100_A0A345NU16	Cluster: Stage V sporulation protein AC	A0A345NU16	Sporosarcina sp. PTS2304	151	1	2283194
UniRef100_UPI000985B654	Cluster: stage V sporulation protein AC	UPI000985B654	Virgibacillus pantothenticus	159	1	1473
UniRef100_A0A419SMY9	Cluster: Stage V sporulation protein AC	A0A419SMY9	Ammoniphilus oxalaticus	158	1	66863
UniRef100_A0A150M3D3	Cluster: Uncharacterized protein	A0A150M3D3	Geobacillus stearothermophilus (Bacillus stearothermophilus)	159	1	1422
UniRef100_UPI000DCA9660	Cluster: stage V sporulation protein AC	UPI000DCA9660	Priestia endophytica	159	1	135735
UniRef100_UPI00166E6FA3	Cluster: stage V sporulation protein AC	UPI00166E6FA3	Paenibacillus radicis	151	1	1737354
UniRef100_A0A429Y216	Cluster: Stage V sporulation protein AC	A0A429Y216	Siminovitchia acidinfaciens	158	1	2321395
UniRef100_A0A4Q4JFI5	Cluster: Stage V sporulation protein AC	A0A4Q4JFI5	Sporolactobacillus sp. THM7-7	149	1	2511172
UniRef100_A0A1Y3Q8X4	Cluster: Stage V sporulation protein AC	A0A1Y3Q8X4	Thermobacillus sp. ZCTH02-B1	166	1	1858795
UniRef100_UPI0018F3B4EC	Cluster: stage V sporulation protein AC	UPI0018F3B4EC	Paenibacillus sp. YIM B00362	161	1	2799335
UniRef100_A0A810DUL1	Cluster: Stage V sporulation protein AC	A0A810DUL1	Paenibacillus sp. URB8-2	166	1	2741301
UniRef100_UPI0011A27431	Cluster: stage V sporulation protein AC	UPI0011A27431	Paenibacillus xylanexedens	168	1	528191
UniRef100_A0A2N0Z7S3	Cluster: Stage V sporulation protein AC	A0A2N0Z7S3	Niallia nealsonii	159	1	115979
UniRef100_UPI0016642976	Cluster: stage V sporulation protein AC	UPI0016642976	Fictibacillus barbaricus	158	1	182136
UniRef100_UPI001CD11645	Cluster: stage V sporulation protein AC	UPI001CD11645	Paenibacillus sp. N4	163	1	2590547
UniRef100_S2Y3W6	Cluster: Stage V sporulation protein AC	S2Y3W6	Paenisporosarcina sp. HGH0030	151	1	1078085
UniRef100_UPI001748133D	Cluster: stage V sporulation protein AC	UPI001748133D	Metabacillus idriensis	159	1	324768
UniRef100_A0A7X3GH20	Cluster: Stage V sporulation protein AC	A0A7X3GH20; UPI0019210397	Paenibacillus sp. MMS18-CY102	151	2	2682849
UniRef100_A0A6H1P0R9	Cluster: Stage V sporulation protein AC	A0A6H1P0R9	Priestia megaterium (Bacillus megaterium)	159	1	1404
UniRef100_A0A2P7VKV7	Cluster: Stage V sporulation protein AC	A0A2P7VKV7	Brevibacillus fortis	163	1	2126352
UniRef100_UPI0007863995	Cluster: stage V sporulation protein AC	UPI0007863995	Thalassobacillus devorans	159	1	279813
UniRef100_A0A7M1TZ01	Cluster: Stage V sporulation protein AC	A0A7M1TZ01	Geobacillus stearothermophilus (Bacillus stearothermophilus)	159	1	1422
UniRef100_UPI00063FC074	Cluster: stage V sporulation protein AC	UPI00063FC074	Aneurinibacillus tyrosinisolvens	160	1	1443435
UniRef100_A0A3M7TUF4	Cluster: Stage V sporulation protein AC	A0A3M7TUF4	Bacillus sp. KQ-3	159	1	2483800
UniRef100_A0A385T5T3	Cluster: Stage V sporulation protein AC	A0A385T5T3	Brevibacillus laterosporus (Bacillus laterosporus)	162	1	1465
UniRef100_A0A1B9AU86	Cluster: Stage V sporulation protein AC	A0A1B9AU86	Bacillus wudalianchiensis	158	1	1743143
UniRef100_A0A1L8I4V8	Cluster: Stage V sporulation protein AC	A0A1L8I4V8	Bacillaceae bacterium G1	163	1	1836462
UniRef100_UPI00156AAB2D	Cluster: stage V sporulation protein AC	UPI00156AAB2D	Brevibacillus sp. DP1.3A	163	1	2738867
UniRef100_UPI000D0EAB40	Cluster: stage V sporulation protein AC	UPI000D0EAB40	Brevibacillus porteri	161	1	2126350
UniRef100_UPI0019568632	Cluster: stage V sporulation protein AC	UPI0019568632	Brevibacillus fulvus	146	1	1125967
UniRef100_A0A0E0T989	Cluster: Stage V sporulation protein AC	A0A0E0T989	Geobacillus sp. (strain Y412MC52)	159	1	550542
UniRef100_UPI0004794A73	Cluster: stage V sporulation protein AC	UPI0004794A73	Cohnella panacarvi	170	1	400776
UniRef100_UPI0006A73140	Cluster: stage V sporulation protein AC	UPI0006A73140	Peribacillus butanolivorans	159	1	421767
UniRef100_UPI00070F55B8	Cluster: stage V sporulation protein AC	UPI00070F55B8	Priestia megaterium (Bacillus megaterium)	159	1	1404
UniRef100_A0A4Y7RFR0	Cluster: SpoVA protein	A0A4Y7RFR0; A0A4Y7S6D7	Pelotomaculum schinkii; Pelotomaculum sp. FP	192	2	78350; 261474
UniRef100_A0A0N0Z3R0	Cluster: SpoVA protein	A0A0N0Z3R0	Geobacillus sp. BCO2	185	1	1547578
UniRef100_A0A164BSQ2	Cluster: Stage V sporulation protein AC	A0A164BSQ2; A0A559UJ65; A0A3E0JYG2	Aeribacillus pallidus; Aeribacillus composti; Bacillaceae bacterium	159	3	33936; 1868734; 1889774
UniRef100_UPI00082404DE	Cluster: stage V sporulation protein AC	UPI00082404DE	Geobacillus	159	1	129337
UniRef100_A0A0F6Y0E2	Cluster: Stage V sporulation protein AC	A0A0F6Y0E2	Brevibacillus laterosporus (Bacillus laterosporus)	160	1	1465
UniRef100_UPI00042290D5	Cluster: stage V sporulation protein AC	UPI00042290D5	Paenibacillus massiliensis	169	1	225917
UniRef100_A0A0D8BVA3	Cluster: Stage V sporulation protein AC	A0A0D8BVA3	Geobacillus kaustophilus	159	1	1462
UniRef100_A0A250DWQ5	Cluster: Stage V sporulation protein AC	A0A250DWQ5	Geobacillus stearothermophilus (Bacillus stearothermophilus)	159	1	1422
UniRef100_UPI001108ACE0	Cluster: stage V sporulation protein AC	UPI001108ACE0	Aquibacillus sediminis	159	1	2574734
UniRef100_UPI000824A3C1	Cluster: stage V sporulation protein AC	UPI000824A3C1	Robertmurraya korlensis	157	1	519977
UniRef100_A0A418TDY3	Cluster: Stage V sporulation protein AC	A0A418TDY3	Paenibacillus sp. 1011MAR3C5	150	1	1675787
UniRef100_A0A353GV62	Cluster: Stage V sporulation protein AC	A0A353GV62	Firmicutes bacterium	159	1	1879010
UniRef100_A0A089NFG3	Cluster: Stage V sporulation protein AC	A0A089NFG3	Paenibacillus graminis	166	1	189425
UniRef100_UPI0017469D42	Cluster: stage V sporulation protein AC	UPI0017469D42	unclassified Hazenella	158	1	2618610
UniRef100_UPI001C615005	Cluster: stage V sporulation protein AC	UPI001C615005	Paenibacillus sp. R14(2021)	150	1	2859228
UniRef100_UPI0008076503	Cluster: stage V sporulation protein AC	UPI0008076503	Bacillus cereus	158	1	1396
UniRef100_F4LUZ4	Cluster: Stage V sporulation protein AC	F4LUZ4	Tepidanaerobacter acetatoxydans (strain DSM 21804 / JCM 16047 / Re1)	149	1	1209989
UniRef100_A0A0Q3WYQ9	Cluster: Stage V sporulation protein AC	A0A0Q3WYQ9	Margalitia shackletonii	158	1	157838
UniRef100_A0A089N2Y6	Cluster: Stage V sporulation protein AC	A0A089N2Y6	Paenibacillus stellifer	166	1	169760
UniRef100_A0A0B3VXP7	Cluster: Stage V sporulation protein AC	A0A0B3VXP7	Terrisporobacter othiniensis	152	1	1577792
UniRef100_UPI001746B5AA	Cluster: stage V sporulation protein AC	UPI001746B5AA	Bacillus sp. IB182487	159	1	2771434
UniRef100_UPI00174C7AEA	Cluster: stage V sporulation protein AC	UPI00174C7AEA	Bacillus sp. LOB377	158	1	2759023
UniRef100_A0A2M9T6B8	Cluster: Stage V sporulation protein AC	A0A2M9T6B8	Geobacillus sp. WSUCF-018B	159	1	2055939
UniRef100_UPI001B1CDE83	Cluster: stage V sporulation protein AC	UPI001B1CDE83	Brevibacillus halotolerans	160	1	1507437
UniRef100_A0A1F8U4K8	Cluster: Stage V sporulation protein AC	A0A1F8U4K8	Clostridiales bacterium GWB2_37_7	159	1	1797677
UniRef100_A0A3Q9QTI7	Cluster: Stage V sporulation protein AC	A0A3Q9QTI7	Neobacillus mesonae	158	1	1193713
UniRef100_A0A1G5JX03	Cluster: Stage V sporulation protein AC	A0A1G5JX03	Alkaliphilus peptidifermentans DSM 18978	159	1	1120976
UniRef100_A0A2G5RUI3	Cluster: Stage V sporulation protein AC	A0A2G5RUI3	Anoxybacillus flavithermus	160	1	33934
UniRef100_UPI0010FD64A8	Cluster: stage V sporulation protein AC	UPI0010FD64A8	Geobacillus thermoleovorans (Bacillus thermoleovorans)	159	1	33941
UniRef100_A0A7X3A7H1	Cluster: Stage V sporulation protein AC	A0A7X3A7H1	Paenibacillus sp. NEAU-GSW1	151	1	2682486
UniRef100_A0A150JTP2	Cluster: Uncharacterized protein	A0A150JTP2	Weizmannia coagulans (Bacillus coagulans)	158	1	1398
UniRef100_UPI001BA1605F	Cluster: stage V sporulation protein AC	UPI001BA1605F	Niallia circulans (Bacillus circulans)	160	1	1397
UniRef100_A0A7Y0K745	Cluster: Stage V sporulation protein AC	A0A7Y0K745	Niallia alba	160	1	2729105
UniRef100_A0A2C2VDN5	Cluster: Stage V sporulation protein AC	A0A2C2VDN5; A0A1Y6F4T6	Bacillus sp. AFS031507; Bacillus sp. OV166	159	2	2033496; 1882763
UniRef100_UPI000C236C22	Cluster: stage V sporulation protein AC	UPI000C236C22	Bacillus sp. FJAT-42315	158	1	2014077
UniRef100_UPI000DD3FBCE	Cluster: stage V sporulation protein AC	UPI000DD3FBCE	Paraliobacillus	156	1	200903
UniRef100_UPI000B452B31	Cluster: stage V sporulation protein AC	UPI000B452B31	Oceanobacillus rekensis	159	1	937927
UniRef100_A0A3L7K2C9	Cluster: Stage V sporulation protein AC	A0A3L7K2C9	Falsibacillus albus	156	1	2478915
UniRef100_UPI00073ED509	Cluster: stage V sporulation protein AC	UPI00073ED509	Paenibacillus rubinfantis	162	1	1720296
UniRef100_UPI001177683C	Cluster: stage V sporulation protein AC	UPI001177683C	unclassified Clostridium	159	1	2614128
UniRef100_UPI001874BBD1	Cluster: stage V sporulation protein AC	UPI001874BBD1	Paenibacillus sp. DXFW5	162	1	2780073
UniRef100_UPI0014218A89	Cluster: stage V sporulation protein AC	UPI0014218A89	Alkalibacillus almallahensis	151	1	1379154
UniRef100_A0A0P6W1L4	Cluster: Stage V sporulation protein AC	A0A0P6W1L4	Rossellomorea vietnamensis	156	1	218284
UniRef100_A0A2A8S7B3	Cluster: Stage V sporulation protein AC	A0A2A8S7B3	Bacillus sp. AFS018417	153	1	2033491
UniRef100_UPI00194E66A3	Cluster: stage V sporulation protein AC	UPI00194E66A3	Bacillus sp. RD4P76	157	1	2810349
UniRef100_UPI0017462FDA	Cluster: stage V sporulation protein AC	UPI0017462FDA	Paenibacillus sp. PR3	167	1	2763503
UniRef100_A0A161WW14	Cluster: SpoVA protein	A0A161WW14	Clostridium magnum DSM 2767	159	1	1121326
UniRef100_UPI0005A9AADB	Cluster: stage V sporulation protein AC	UPI0005A9AADB	Paenibacillus gorillae	151	1	1243662
UniRef100_A0A7X3CVT1	Cluster: Stage V sporulation protein AC	A0A7X3CVT1	Paenibacillus timonensis	168	1	225915
UniRef100_UPI0008269856	Cluster: stage V sporulation protein AC	UPI0008269856	Neobacillus drentensis	159	1	220684
UniRef100_A0A1H8DHK2	Cluster: Stage V sporulation protein AC	A0A1H8DHK2	Paenibacillus sp. OV219	175	1	1884377
UniRef100_A0A1T4Y4P2	Cluster: Stage V sporulation protein AC	A0A1T4Y4P2	Sporosarcina newyorkensis	151	1	759851
UniRef100_A0A147KA47	Cluster: Stage V sporulation protein AC	A0A147KA47	Bacillus coahuilensis p1.1.43	157	1	1150625
UniRef100_UPI000E3CAA24	Cluster: stage V sporulation protein AC	UPI000E3CAA24	Paraliobacillus quinghaiensis	159	1	470815
UniRef100_A0A7C6I456	Cluster: Stage V sporulation protein AC	A0A7C6I456	Clostridia bacterium	161	1	2044939
UniRef100_UPI001CA8FB00	Cluster: stage V sporulation protein AC	UPI001CA8FB00	Paenibacillus caui	167	1	2873927
UniRef100_A0A061PDF2	Cluster: Stage V sporulation protein AC	A0A061PDF2; UPI001EE65107	Geomicrobium sp. JCM 19039	159	2	1460636
UniRef100_A0A369AU72	Cluster: Stage V sporulation protein AC	A0A369AU72	Fontibacillus phaseoli	162	1	1416533
UniRef100_UPI001B02018A	Cluster: stage V sporulation protein AC	UPI001B02018A	Paenibacillus	162	1	44249
UniRef100_A0A6A8DDK1	Cluster: Stage V sporulation protein AC	A0A6A8DDK1	Aquibacillus halophilus	159	1	930132
UniRef100_UPI00064C4AA7	Cluster: stage V sporulation protein AC	UPI00064C4AA7	Paenibacillus sp. TCA20	170	1	1499968
UniRef100_UPI00196B16EF	Cluster: stage V sporulation protein AC	UPI00196B16EF	Ammoniphilus sp. YIM 78166	154	1	1644106
UniRef100_A0A1M6NX80	Cluster: Stage V sporulation protein AC	A0A1M6NX80	Desulfotomaculum aeronauticum DSM 10349	156	1	1121421
UniRef100_UPI0004BB2F95	Cluster: stage V sporulation protein AC	UPI0004BB2F95	[Clostridium] dakarense	146	1	1301100
UniRef100_A0A561X0X3	Cluster: Stage V sporulation protein AC	A0A561X0X3	Geobacillus sp. C56-T2	159	1	600773
UniRef100_A0A2V2YS76	Cluster: Stage V sporulation protein AC	A0A2V2YS76	Paenibacillus cellulosilyticus	164	1	375489
UniRef100_UPI0009BC049F	Cluster: stage V sporulation protein AC	UPI0009BC049F	Cytobacillus gottheilii	157	1	859144
UniRef100_UPI0011CB3CA0	Cluster: stage V sporulation protein AC	UPI0011CB3CA0	Bacillus marasmi	160	1	1926279
UniRef100_UPI001B2CC912	Cluster: stage V sporulation protein AC	UPI001B2CC912	Paenibacillus sp. J22TS3	167	1	2807192
UniRef100_A0A069DB57	Cluster: Stage V sporulation protein AC	A0A069DB57	Paenibacillus sp. TCA20	173	1	1499968
UniRef100_UPI0009DD7A3A	Cluster: stage V sporulation protein AC	UPI0009DD7A3A	Paenibacillus graminis	182	1	189425
UniRef100_A0A235FB39	Cluster: Stage V sporulation protein AC	A0A235FB39	Fictibacillus aquaticus	152	1	2021314
UniRef100_UPI00057B6938	Cluster: stage V sporulation protein AC	UPI00057B6938	Sporosarcina sp. ZBG7A	151	1	1582223
UniRef100_UPI00129243E6	Cluster: stage V sporulation protein AC	UPI00129243E6	Bacillus tepidiphilus	157	1	2652445
UniRef100_A0A179T7G4	Cluster: Stage V sporulation protein AC	A0A179T7G4; A0A7G7FVW1	Metabacillus litoralis; Metabacillus sp. KUDC1714	159	2	152268; 2745198
UniRef100_A0A3G3JV16	Cluster: Stage V sporulation protein AC	A0A3G3JV16	Cohnella candidum	164	1	2674991
UniRef100_A0A271M1Y9	Cluster: Stage V sporulation protein AC	A0A271M1Y9	Bacillaceae bacterium SAOS 7	158	1	2015052
UniRef100_A0A8A7GJ42	Cluster: Stage V sporulation protein AC	A0A8A7GJ42	Priestia aryabhattai	159	1	412384
UniRef100_UPI000BF7454C	Cluster: stage V sporulation protein AC	UPI000BF7454C	Priestia megaterium (Bacillus megaterium)	159	1	1404
UniRef100_UPI001580CC1F	Cluster: stage V sporulation protein AC	UPI001580CC1F	Paenibacillus cellulosilyticus	167	1	375489
UniRef100_UPI001574BC7F	Cluster: stage V sporulation protein AC	UPI001574BC7F	Bacillus amyloliquefaciens (Bacillus velezensis)	159	1	1390
UniRef100_A0A4R2RKG1	Cluster: Stage V sporulation protein AC	A0A4R2RKG1	Heliophilum fasciatum	156	1	35700
UniRef100_A0A160F4H3	Cluster: Stage V sporulation protein AC	A0A160F4H3	Anoxybacillus amylolyticus	160	1	294699
UniRef100_A0A644SUR8	Cluster: Uncharacterized protein	A0A644SUR8	bioreactor metagenome	159	1	1076179
UniRef100_UPI00037316DB	Cluster: stage V sporulation protein AC	UPI00037316DB	Cohnella laeviribosi	164	1	380174
UniRef100_A0A0V8JEY1	Cluster: Stage V sporulation protein AC	A0A0V8JEY1; A0A4Q2HRR3	Fictibacillus enclensis; Fictibacillus sp. S7	151	2	1017270; 2212476
UniRef100_UPI000373D1D5	Cluster: stage V sporulation protein AC	UPI000373D1D5	Paenibacillus massiliensis	169	1	225917
UniRef100_A0A511UXU3	Cluster: Stage V sporulation protein AC	A0A511UXU3	Cerasibacillus quisquiliarum	157	1	227865
UniRef100_UPI001B3A75F4	Cluster: stage V sporulation protein AC	UPI001B3A75F4	Priestia megaterium (Bacillus megaterium)	159	1	1404
UniRef100_UPI000824F485	Cluster: stage V sporulation protein AC	UPI000824F485	Neobacillus novalis	160	1	220687
UniRef100_A0A1Q8Q4B4	Cluster: Stage V sporulation protein AC	A0A1Q8Q4B4	Domibacillus antri	159	1	1714264
UniRef100_A0A1G8BYL7	Cluster: Stage V sporulation protein AC	A0A1G8BYL7	Alteribacillus bidgolensis	156	1	930129
UniRef100_W1SIB0	Cluster: Stage V sporulation protein AC	W1SIB0	Neobacillus vireti LMG 21834	160	1	1131730
UniRef100_UPI001C5C9A44	Cluster: stage V sporulation protein AC	UPI001C5C9A44	Bacillus cytotoxicus	147	1	580165
UniRef100_A0A261QJR9	Cluster: Stage V sporulation protein AC	A0A261QJR9	Bacillaceae bacterium SAS-127	158	1	2015203
UniRef100_A0A3D8WTF8	Cluster: Stage V sporulation protein AC	A0A3D8WTF8	Priestia megaterium (Bacillus megaterium)	159	1	1404
UniRef100_UPI000B444185	Cluster: stage V sporulation protein AC	UPI000B444185	Evansella clarkii	154	1	79879
UniRef100_UPI00041546A5	Cluster: stage V sporulation protein AC	UPI00041546A5	Desulfallas alcoholivorax	159	1	265477
UniRef100_A0A0L0QN50	Cluster: Stage V sporulation protein AC	A0A0L0QN50	Virgibacillus pantothenticus	159	1	1473
UniRef100_A0A2P1WJ69	Cluster: Stage V sporulation protein AC	A0A2P1WJ69	Oceanobacillus iheyensis	159	1	182710
UniRef100_A0A132TYM9	Cluster: Stage V sporulation protein AC	A0A132TYM9	Paenibacillus riograndensis	166	1	483937
UniRef100_UPI000BB8EA30	Cluster: stage V sporulation protein AC	UPI000BB8EA30	Bacillus sp. FJAT-45350	153	1	2011014
UniRef100_UPI0013DFA973	Cluster: stage V sporulation protein AC	UPI0013DFA973	Virgibacillus doumboii	159	1	2697503
UniRef100_S6A0J6	Cluster: Stage V sporulation protein AC	S6A0J6	Bacillus sp. (strain JF8)	159	1	1921421
